review|sentiment
Got unit installed and it made the last heat wave very managable. I should have done it a long time ago,|Positive
Works great. Had no problems with it|Positive
It does not get very cold|Negative
It is a bit noisier than I expected. But, it works very well, indeed! It easily drops the temperature in my greenhouse by at least 20 degrees, even on the hottest of days, thus creating the perfect environment for my orchids. It does tend to run out of water before the end of each day (on very hot days). So, you will want to have a hose handy to fill it, rather than lugging five gallons of water out to the greenhouse to fill it up.|Positive
It works just fine....for a few days. Then it quit working for good. I'm taking it back to the store tomorrow. It actually would be a good value and works just fine. Right up to the time it quits working forever.|Negative
The product fit my Mastercool C62 unit. My service technician said it was easy to install and included more rigid media than was required for this unit. Good alternative if you can't get the exact sizing for your unit.|Positive
Very pleased! Fits perfect and attached easily. Made from a very durable material that should last for many years. I highly recommend this product.|Positive
Met my expectations! It was delivered when promised.|Positive
worked fine and the cooler is up and running again.|Positive
I was early getting the cooler set up this year. the cooling block had the right size for my cooler. Looking for a cooler summer this year.|Positive
Everything about this cooler is great, except the weak pump. I live in an area that uses whole house coolers part of the year, so I am familiar with how they work.|Negative
Good evaporated cooler,i am outside using it in the hot Arizona weather with 113 degrees and as long as i have it in front of me it's great.|Positive
The hook up spout is too short, no extension was available to reach the spider hose, have to improvise with a two-hose extension and hose clips. Last one I got had LONG spout and reached just fine!|Negative
