source_region,destination_region,passengers,bookings,rpk,month
Africa : Central/Western Africa,Africa : Eastern Africa,29755,12533,97233236.0,2012-01-01
Middle East,Africa : Eastern Africa,85266,39135,251434882.0,2012-10-01
Asia : Central Asia,Latin America : Caribbean,207,26,2508159.0,2012-09-01
Africa : Southern Africa,Middle East,23277,14738,157393487.0,2012-06-01
Africa : Southern Africa,Latin America : Caribbean,1254,805,16013027.0,2012-10-01
Africa : Southern Africa,Asia : North East Asia,25547,11406,312091150.0,2012-04-01
North America,Latin America : Central America,1355267,745310,3842565718.0,2012-12-01
Latin America : Central America,Latin America : Lower South America,59711,43192,402176608.0,2012-09-01
Europe : Eastern/Central Europe,Asia : North East Asia,651382,165570,2743570261.0,2012-06-01
Middle East,Europe : Eastern/Central Europe,181144,91916,510776207.0,2012-04-01
Africa : Eastern Africa,Asia : North East Asia,19955,9702,186362543.0,2012-10-01
Europe : Eastern/Central Europe,Europe : Eastern/Central Europe,2019640,717229,2213862931.0,2012-12-01
Latin America : Upper South America,Africa : Eastern Africa,50,146,790653.0,2012-08-01
Latin America : Caribbean,Asia : South Asia,931,989,13112533.0,2012-12-01
Africa : Central/Western Africa,North America,53239,39004,551186616.0,2012-05-01
Africa : Central/Western Africa,Latin America : Upper South America,451,354,6003951.0,2012-02-01
Africa : Eastern Africa,Southwest Pacific,3794,3237,43557991.0,2012-11-01
Asia : South East Asia,Africa : Southern Africa,11721,8779,123896713.0,2012-08-01
Latin America : Lower South America,Southwest Pacific,17821,7595,209716747.0,2012-12-01
Latin America : Lower South America,Asia : Central Asia,88,75,1328599.0,2012-08-01
Middle East,Latin America : Lower South America,14056,11147,173105401.0,2012-10-01
Latin America : Lower South America,Asia : South East Asia,4592,5060,83724727.0,2012-12-01
Europe : Eastern/Central Europe,Asia : South East Asia,44618,30345,382861943.0,2012-06-01
Europe : Eastern/Central Europe,Africa : Eastern Africa,10966,5576,87968501.0,2012-01-01
Asia : South East Asia,Asia : South Asia,349242,146230,1107148176.0,2012-07-01
Asia : North East Asia,Asia : North East Asia,31530206,686560,35941116032.0,2012-05-01
Southwest Pacific,Africa : Eastern Africa,5540,3303,59790707.0,2012-03-01
Asia : South East Asia,Asia : South Asia,363007,136505,1135520477.0,2012-10-01
Europe : Eastern/Central Europe,Asia : Central Asia,190948,67110,559903505.0,2012-09-01
Africa : Central/Western Africa,Latin America : Upper South America,471,399,6185544.0,2012-06-01
Asia : North East Asia,North America,997546,434839,10220217900.0,2012-07-01
Africa : Eastern Africa,Middle East,90273,55506,260849229.0,2012-08-01
Latin America : Central America,Europe : Eastern/Central Europe,6643,4610,69020504.0,2012-07-01
Asia : South East Asia,Europe : Eastern/Central Europe,45747,26407,391951842.0,2012-07-01
Europe : Eastern/Central Europe,Asia : Central Asia,179077,45216,521139426.0,2012-05-01
Africa : Central/Western Africa,Asia : North East Asia,15138,10023,185176227.0,2012-04-01
Africa : Eastern Africa,Africa : Southern Africa,50231,28607,150200502.0,2012-06-01
Europe : Eastern/Central Europe,Latin America : Caribbean,27009,9763,250745811.0,2012-11-01
Latin America : Caribbean,Middle East,1612,1097,18471964.0,2012-06-01
Europe : Western Europe,Latin America : Caribbean,316588,154766,2318644871.0,2012-04-01
Europe : Western Europe,North America,1458832,817865,10490565517.0,2012-12-01
Europe : Western Europe,Asia : Central Asia,95327,58712,420747579.0,2012-07-01
Latin America : Central America,North America,1127931,659893,3110795110.0,2012-08-01
Middle East,North America,185331,144085,2032664249.0,2012-05-01
Latin America : Lower South America,Middle East,12036,10117,145577830.0,2012-05-01
Africa : North Africa,Latin America : Lower South America,1742,1358,20846810.0,2012-06-01
Africa : Eastern Africa,Asia : South Asia,23837,18059,128908462.0,2012-01-01
Europe : Eastern/Central Europe,Latin America : Central America,9542,6430,95029976.0,2012-11-01
North America,Africa : Eastern Africa,18934,16175,247644551.0,2012-04-01
Asia : South Asia,Latin America : Lower South America,3593,3364,54088640.0,2012-01-01
Africa : Central/Western Africa,Southwest Pacific,1106,880,18353980.0,2012-03-01
Southwest Pacific,Europe : Western Europe,127275,107309,1976984482.0,2012-11-01
Africa : Eastern Africa,Asia : South East Asia,10505,5859,80518530.0,2012-05-01
Asia : South Asia,Africa : Central/Western Africa,11196,8908,92175730.0,2012-06-01
Africa : North Africa,Africa : North Africa,578104,320045,493594596.0,2012-11-01
Asia : South East Asia,Southwest Pacific,374050,161698,2197998268.0,2012-04-01
Asia : North East Asia,Middle East,103883,46712,731631678.0,2012-08-01
Europe : Eastern/Central Europe,Africa : North Africa,73589,9617,234572420.0,2012-01-01
Europe : Western Europe,Africa : Southern Africa,161659,115716,1455349882.0,2012-11-01
Latin America : Lower South America,Latin America : Upper South America,166822,87683,607784519.0,2012-07-01
Africa : North Africa,Middle East,428337,197374,875105978.0,2012-02-01
Asia : Central Asia,North America,4201,2961,45888716.0,2012-11-01
Africa : Central/Western Africa,Latin America : Lower South America,2349,1653,23243859.0,2012-05-01
Africa : Southern Africa,Southwest Pacific,10323,6025,118352916.0,2012-08-01
Asia : South Asia,Latin America : Caribbean,756,1026,10530380.0,2012-02-01
Latin America : Caribbean,Africa : North Africa,248,167,2267765.0,2012-03-01
Europe : Eastern/Central Europe,Africa : Eastern Africa,8684,4515,68222613.0,2012-04-01
Asia : North East Asia,Latin America : Upper South America,8752,7434,144781799.0,2012-09-01
Latin America : Upper South America,Latin America : Upper South America,2807528,1169645,1618247976.0,2012-07-01
Asia : South East Asia,Asia : South East Asia,10752944,805204,9295542324.0,2012-02-01
Africa : Southern Africa,Middle East,23477,13393,157262461.0,2012-10-01
Middle East,Asia : Central Asia,22438,5193,68532653.0,2012-07-01
Latin America : Central America,Africa : Southern Africa,263,304,4353245.0,2012-08-01
Latin America : Caribbean,Middle East,1662,923,19395798.0,2012-10-01
Africa : Southern Africa,Middle East,25580,14014,173214355.0,2012-07-01
Asia : Central Asia,Africa : North Africa,492,257,2556682.0,2012-11-01
Latin America : Lower South America,Latin America : Lower South America,8334031,1073381,8670166697.0,2012-08-01
Latin America : Upper South America,Latin America : Upper South America,2637328,1090800,1502290821.0,2012-03-01
Europe : Western Europe,Southwest Pacific,170087,185547,2666534311.0,2012-10-01
Africa : Central/Western Africa,Latin America : Lower South America,2068,1697,21346015.0,2012-09-01
Asia : South Asia,Southwest Pacific,52350,40694,532638125.0,2012-05-01
Latin America : Lower South America,Africa : Eastern Africa,789,842,9825151.0,2012-07-01
North America,Europe : Western Europe,2260986,1463284,16383532370.0,2012-06-01
Asia : North East Asia,Latin America : Lower South America,21987,15425,402386468.0,2012-03-01
Asia : Central Asia,North America,4166,2904,45748847.0,2012-12-01
Europe : Eastern/Central Europe,Africa : Central/Western Africa,6538,3939,42805428.0,2012-08-01
Asia : North East Asia,Africa : Central/Western Africa,13968,7567,173469848.0,2012-01-01
Middle East,Latin America : Upper South America,3886,3554,46977242.0,2012-03-01
Latin America : Upper South America,Europe : Western Europe,129684,112932,1140812741.0,2012-04-01
North America,Asia : North East Asia,906250,418747,9187623645.0,2012-07-01
Asia : South Asia,Europe : Eastern/Central Europe,27064,17512,159372485.0,2012-08-01
Asia : Central Asia,Latin America : Lower South America,135,52,2007841.0,2012-03-01
Asia : North East Asia,Asia : North East Asia,33602305,724054,38435333721.0,2012-10-01
Africa : Central/Western Africa,Asia : North East Asia,19825,11637,242037806.0,2012-09-01
Africa : Central/Western Africa,Asia : South East Asia,7396,5341,83203020.0,2012-09-01
Asia : Central Asia,Africa : Central/Western Africa,126,41,1144392.0,2012-06-01
Latin America : Central America,Latin America : Central America,2268382,463895,2413752191.0,2012-12-01
Latin America : Upper South America,Asia : Central Asia,9,14,126024.0,2012-12-01
North America,Middle East,200823,158323,2185712233.0,2012-10-01
North America,Southwest Pacific,144238,90491,1708199771.0,2012-04-01
Africa : Eastern Africa,North America,21710,18643,267650128.0,2012-12-01
Africa : Central/Western Africa,Middle East,44698,21206,252308726.0,2012-11-01
Middle East,Asia : North East Asia,113783,52906,802863583.0,2012-09-01
Africa : Central/Western Africa,Africa : Eastern Africa,31414,12420,100813941.0,2012-04-01
Asia : Central Asia,Asia : Central Asia,281168,118230,277016389.0,2012-03-01
Africa : Eastern Africa,Africa : Southern Africa,54801,35079,164771471.0,2012-07-01
Asia : South Asia,Asia : Central Asia,8634,2291,16870681.0,2012-11-01
Southwest Pacific,Latin America : Lower South America,14293,7757,187514288.0,2012-01-01
Africa : Central/Western Africa,Latin America : Upper South America,535,409,6973525.0,2012-07-01
Africa : Southern Africa,Africa : North Africa,4297,2420,30847829.0,2012-08-01
Europe : Eastern/Central Europe,Asia : Central Asia,190562,65259,552312052.0,2012-11-01
Europe : Eastern/Central Europe,Latin America : Lower South America,8906,7834,104895013.0,2012-08-01
Europe : Eastern/Central Europe,Asia : Central Asia,195598,72840,571843889.0,2012-10-01
Latin America : Caribbean,Latin America : Central America,58281,28051,122839681.0,2012-07-01
Middle East,Middle East,3931586,1160126,3660741164.0,2012-07-01
Africa : Central/Western Africa,North America,38927,28358,406274488.0,2012-11-01
Latin America : Lower South America,Africa : North Africa,1677,1831,20448639.0,2012-01-01
Africa : North Africa,Latin America : Lower South America,1365,1066,16871325.0,2012-03-01
Latin America : Central America,Latin America : Lower South America,59805,50299,409080858.0,2012-04-01
Latin America : Upper South America,Southwest Pacific,734,1374,11275450.0,2012-03-01
Africa : Central/Western Africa,Asia : Central Asia,34,42,309467.0,2012-12-01
Europe : Eastern/Central Europe,Africa : Southern Africa,5885,5143,56141586.0,2012-10-01
North America,Latin America : Lower South America,292128,217338,2385175077.0,2012-02-01
Africa : Eastern Africa,Latin America : Caribbean,217,192,3129647.0,2012-06-01
Asia : South East Asia,Asia : North East Asia,1920870,313156,6311449242.0,2012-09-01
Asia : South Asia,Southwest Pacific,47478,38385,475333044.0,2012-07-01
Asia : South Asia,Asia : Central Asia,9021,2959,19310264.0,2012-04-01
Latin America : Central America,Asia : South East Asia,869,1378,16002642.0,2012-06-01
Europe : Western Europe,Latin America : Central America,120543,73593,1093748610.0,2012-03-01
Middle East,Latin America : Central America,2824,2606,36075994.0,2012-05-01
Asia : South East Asia,Asia : Central Asia,5846,3375,30875696.0,2012-04-01
Latin America : Caribbean,Europe : Eastern/Central Europe,18085,7208,168922712.0,2012-09-01
Africa : Eastern Africa,Africa : Central/Western Africa,28720,11904,89086498.0,2012-01-01
Latin America : Upper South America,Africa : Central/Western Africa,237,304,3054653.0,2012-08-01
North America,Latin America : Lower South America,293882,188770,2388870572.0,2012-08-01
Asia : North East Asia,Africa : North Africa,34716,13682,295485105.0,2012-09-01
Latin America : Caribbean,Asia : North East Asia,2368,1059,35361361.0,2012-08-01
Africa : Eastern Africa,Africa : Eastern Africa,568860,233672,341741354.0,2012-07-01
Asia : South East Asia,Asia : South East Asia,12449796,823810,11027539832.0,2012-08-01
Asia : South East Asia,Europe : Eastern/Central Europe,99101,56991,801602759.0,2012-02-01
Asia : South Asia,Middle East,1069445,674662,3151380104.0,2012-03-01
Africa : Central/Western Africa,Europe : Eastern/Central Europe,6870,3975,44739359.0,2012-05-01
Asia : South Asia,Asia : South East Asia,345334,144470,1077228896.0,2012-08-01
Europe : Eastern/Central Europe,Latin America : Caribbean,18002,7461,169244809.0,2012-09-01
North America,Latin America : Central America,1170694,588829,3273413387.0,2012-04-01
Latin America : Central America,Africa : North Africa,244,218,2874329.0,2012-02-01
Europe : Western Europe,Africa : Southern Africa,172360,137810,1548768392.0,2012-10-01
Latin America : Lower South America,Latin America : Lower South America,7937688,925171,8243733164.0,2012-06-01
Asia : South Asia,North America,220558,237238,2995016124.0,2012-01-01
Africa : Eastern Africa,Europe : Eastern/Central Europe,8599,4843,67410305.0,2012-02-01
Asia : North East Asia,Europe : Eastern/Central Europe,562893,151005,2380604996.0,2012-11-01
Europe : Eastern/Central Europe,Latin America : Caribbean,16051,6565,150215864.0,2012-05-01
Middle East,Europe : Eastern/Central Europe,178874,84912,503404638.0,2012-01-01
Asia : South East Asia,Asia : South Asia,360489,167807,1148048065.0,2012-06-01
Asia : South Asia,Asia : North East Asia,163332,59189,836562669.0,2012-08-01
Asia : South East Asia,Africa : Eastern Africa,9579,6075,74364120.0,2012-07-01
Europe : Western Europe,Asia : Central Asia,63128,30276,268248691.0,2012-11-01
Latin America : Caribbean,Southwest Pacific,370,479,6290355.0,2012-03-01
Middle East,Africa : Central/Western Africa,44507,23134,247250753.0,2012-06-01
Asia : North East Asia,Africa : North Africa,29129,10016,246814158.0,2012-08-01
Asia : South East Asia,Middle East,270500,161841,1905528352.0,2012-03-01
Africa : Eastern Africa,Southwest Pacific,6142,4805,65147106.0,2012-07-01
Asia : South East Asia,Asia : South Asia,306146,122336,973768526.0,2012-02-01
Latin America : Lower South America,Latin America : Central America,62827,47340,430576200.0,2012-07-01
Africa : North Africa,Europe : Eastern/Central Europe,77119,11904,244546545.0,2012-11-01
Asia : South Asia,Asia : Central Asia,8653,2186,16295657.0,2012-10-01
North America,Africa : Central/Western Africa,46131,40095,470384264.0,2012-06-01
Latin America : Upper South America,Europe : Western Europe,139382,116550,1221502842.0,2012-06-01
Latin America : Lower South America,Asia : Central Asia,83,107,1213793.0,2012-06-01
Asia : North East Asia,Africa : Southern Africa,22751,10084,272311931.0,2012-04-01
Europe : Eastern/Central Europe,Middle East,175347,83390,491658894.0,2012-01-01
Latin America : Upper South America,North America,272465,165712,1082751721.0,2012-10-01
Europe : Western Europe,Africa : Central/Western Africa,248720,124193,1228237503.0,2012-03-01
Africa : North Africa,Latin America : Upper South America,372,288,4205890.0,2012-09-01
Latin America : Central America,Middle East,3021,2602,38732432.0,2012-03-01
Latin America : Central America,Europe : Western Europe,126861,78751,1136681318.0,2012-04-01
Africa : Eastern Africa,Latin America : Lower South America,404,460,5248737.0,2012-08-01
Europe : Western Europe,Latin America : Lower South America,312642,264460,3083889079.0,2012-10-01
Latin America : Caribbean,Africa : Eastern Africa,145,183,2187308.0,2012-05-01
Africa : Eastern Africa,Europe : Eastern/Central Europe,7288,4362,56414303.0,2012-05-01
